Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cadena-singapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/2_e41ef346-bf61-439a-b8dd-f960e03e1f21.jpg?v=1753127719,3,"",,,,,,,,
cadena-singapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/134_1.jpg?v=1753127719,4,"",,,,,,,,
cadena-cubana,Cadena Cubana,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",false,Title,Default Title,,,,,,,,'40258,500.0,shopify,0,continue,manual,63.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0173_5fc15388-bd5d-4238-8c23-d29f3f050297.jpg?v=1753127261,1,"",false,,,,kg,,,active
cadena-escalera,Cadena Escalera,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'44883,500.0,shopify,-2,continue,manual,78.00,104.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0195.jpg?v=1753129684,1,"",false,,,,kg,,,active
cadena-escalera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0191.jpg?v=1753129684,2,"",,,,,,,,
cadena-escalera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0200.jpg?v=1753129684,3,"",,,,,,,,
cadena-china,Cadena China,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><img height=""171"" width=""389"" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'43888,0.0,shopify,-2,continue,manual,69.00,100.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0163_d0a27f7d-958e-4fe8-97ba-6cb9c0b35653.jpg?v=1754675948,1,"",false,,,,kg,,,active
cadena-china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0159.jpg?v=1753129940,2,"",,,,,,,,
cadena-china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0179_1454f6b5-3e24-4d04-bc4b-7a932ba8c244.jpg?v=1753129940,3,"",,,,,,,,
pulsera-van-cleef,Pulsera Van Cleef,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,,500.0,shopify,89,continue,manual,59.00,79.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0213.jpg?v=1753127261,1,"",false,,,,kg,,,active
pulsera-van-cleef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/TREBOL_CRISTAL.jpg?v=1754691556,2,"",,,,,,,,
pulsera-van-cleef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/TREBOL_VERDE_2.jpg?v=1754691556,3,"",,,,,,,,
pulsera-van-cleef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/TREBOL_VERDE.jpg?v=1754691556,4,"",,,,,,,,
cadena-egipcia-hombre,Cadena Egipcia Hombre,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><img height=""171"" width=""389"" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'44006,0.0,shopify,-3,continue,manual,54.00,75.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_EGIPCIA_6MM.jpg?v=1769813660,1,"",false,,,,kg,,,active
cadena-egipcia-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/BLANCA-EGIPCIA-4MM.jpg?v=1769812444,2,"",,,,,,,,
cadena-egipcia-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA_EGIPCIA_6MM_2.jpg?v=1769812444,3,"",,,,,,,,
cadena-egipcia-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/EGIPCIACABALLERO.jpg?v=1769812444,4,"",,,,,,,,
cadena-van-cleef,Cadena Van Cleef,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-style=""color: #ff2a00;"" data-mce-fragment=""1""><img height=""171"" width=""389"" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" alt="""" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,-2,continue,manual,70.00,90.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/WhatsApp_Image_2025-05-28_at_5.33.53_AM_2_cda661a4-c7cd-4e4d-a356-02f07802f4c3.jpg?v=1754691407,1,"",false,,,,kg,,,active
cadena-van-cleef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/WhatsApp_Image_2025-05-28_at_5.33.53_AM_3_dbc67a0a-0f67-44cf-ab9d-c93930738a18.jpg?v=1754691407,2,"",,,,,,,,
cadena-3x1-5mm-1,Cadena 3x1 5mm,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'44143,500.0,shopify,-14,continue,manual,108.75,145.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA3X15MM.jpg?v=1755117464,1,"",false,,,,kg,,,active
cadena-3x1-5mm-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/CADENA3X15MM_2.jpg?v=1755117426,2,"",,,,,,,,
pulsera-cordon-hombre,Pulsera Cordon Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'54060,0.0,shopify,9,deny,manual,39.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_CORDON_4MM.jpg?v=1769815740,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-cilindros-hombre,Pulsera Cilindros Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'53260,0.0,shopify,9,deny,manual,39.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERACILINDRO3MM.jpg?v=1766786863,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-caracol-hombre,Pulsera Caracol Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,4mm/20cm,,,,,,,,'53727,0.0,shopify,10,deny,manual,41.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_CARACOL_4MM.jpg?v=1769815980,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-caracol-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERA_CARACOL_4.5MM.jpg?v=1769815980,2,"",,,,,,,,
pulsera-egipcia-mujer,Pulsera Egipcia Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Egipcia de 17 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,3mm,,Largo,17cm,,,,,'53488,0.0,shopify,50,deny,manual,34.00,52.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERASDAMAEGIPCIA3MM_81df5bce-73e1-4915-aa85-826bec198570.jpg?v=1767497104,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-chinesca-mujer,Pulsera Chinesca Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Chinesca de 17 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,4mm,,Largo,17cm,,,,,'54883,0.0,shopify,50,deny,manual,45.00,60.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERADAMACHINESCA4MM_052b69f7-44df-4246-8123-0b4944ed47eb.jpg?v=1767497105,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
pulsera-cartier-mujer,Pulsera Cartier Mujer,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cartier de 17 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Mujer, Oro laminado, Pulseras",true,Grosor,3mm,,Largo,17cm,,,,,'54261,0.0,shopify,49,deny,manual,34.00,52.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/Pulsera_Cartier_3_mm_17_cm_2.jpg?v=1767497107,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
