Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pulsera-cilindro-hombre,Pulsera Cilindro Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Veneciana de 20 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Medida,3mm/20cm,,,,,,,,'53620,0.0,shopify,50,deny,manual,39.00,52.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/PULSERACILINDRO3MM_38bb9b0e-6320-42df-a0e0-049c29c935d3.jpg?v=1767497164,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-caracol-mujer,Cadena Caracol Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cubana de 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,3mm/45cm,,,,,,,,'43702,0.0,shopify,48,deny,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACARACOL2MM_2.jpg?v=1767497175,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-caracol-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACARACOL2MM.jpg?v=1767497175,2,"",,,,,,,,
cadena-cilindro-mujer,Cadena Cilindro Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 45 cms y 3 mm grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Grosor,3mm,,Largo,45cm,,,,,'43616,0.0,shopify,49,deny,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACILINDROS3MM_3_2423d4fc-eca6-4583-8934-5e816a518923.jpg?v=1767497176,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cilindro-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACILINDROS3MM_2.jpg?v=1767497176,2,"",,,,,,,,
cadena-franco-mujer,Cadena Franco Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 45 cms y 3 mm grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,2.5mm/45cm,,,,,,,,'43187,0.0,shopify,50,deny,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMAFRANCO2MM_3.jpg?v=1767497178,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-franco-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMAFRANCO2MM.jpg?v=1767497178,2,"",,,,,,,,
cadena-franco-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMAFRANCO2MM_2.jpg?v=1767497178,3,"",,,,,,,,
cadena-veneciana-mujer,Cadena Veneciana Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 45 cms y 3 mm grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,2.5mm/45cm,,,,,,,,'42687,0.0,shopify,50,deny,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMAVENECIANA2MM_3_0db3ea42-edc5-4878-8d4c-07ad140fa355.jpg?v=1767497179,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-veneciana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMAVENECIANA2MM.jpg?v=1767497180,2,"",,,,,,,,
cadena-cordon-mujer,Cadena Cordon Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Egipcia 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",KEVIN JEWELRY,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Grosor,3mm,,Largo,45cm,,,,,'44020,0.0,shopify,50,deny,manual,45.00,60.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACORDON3MM_2.jpg?v=1767497181,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,active
cadena-cordon-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DAMACORDON3MM_3.jpg?v=1767497181,2,"",,,,,,,,
combo-pulseras-cruz,COMBO Pulseras Cruz,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,,500.0,shopify,95,continue,manual,49.00,89.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_2650.jpg?v=1775867652,1,"",false,,,,kg,,,active
combo-pulseras-cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_2649.jpg?v=1775867652,2,"",,,,,,,,
pulsera-san-benito-protector,Pulsera San Benito Protector,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PAGAS AL RECIBIR</span></span></strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA ) </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad,  </span></span></span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">CUENTA CON GARANTÍA DE POR VIDA </span></span></span></strong><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> : </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Material: Oro 18k puro laminado </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ No se Pela, ni raspa </span></span></span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes) </span></span></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></span></span></p>
<h2 data-mce-fragment=""1"">
<span style=""color: #ff2a00;"" data-mce-fragment=""1""><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></span></span><span style=""color: #ff2a00;"" data-mce-fragment=""1""><img alt="""" src=""https://cdn.shopify.com/s/files/1/0668/1205/1749/files/WhatsAppImage2022-11-19at9.23.02AM_480x480.jpg?v=1668880553"" width=""389"" height=""171"" data-mce-fragment=""1""></span>
</h2>",KEVIN JEWELRY,Sin categoría,"","",true,Medida,Grande,,,,,,,,,500.0,shopify,96,continue,manual,49.00,89.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_6522_cf360d87-9730-430d-a5bc-808d4e7eb65f.jpg?v=1775868066,1,"",false,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_6522_cf360d87-9730-430d-a5bc-808d4e7eb65f.jpg?v=1775868066,kg,,,active
pulsera-san-benito-protector,,,,,,,,,Mediana,,,,,,,,,500.0,shopify,0,continue,manual,47.00,89.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0880/9879/9916/files/IMG_6524_699610c1-0b14-4df4-a1ee-35f96f41801b.jpg?v=1775868066,2,"",,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0048.jpg?v=1775868070,kg,,,
pulsera-san-benito-protector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0880/9879/9916/files/DSC_0048.jpg?v=1775868070,3,"",,,,,,,,
topo-oso-circonias,Topo Oso Circonias,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'33003,0.0,shopify,11,deny,manual,24.00,40.00,true,false,,,,,,,,,false,,,,kg,,,active
topo-elefantes,Topo Elefantes,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></h2>",KEVIN JEWELRY,Sin categoría,"","",true,Title,Default Title,,,,,,,,'34082,0.0,shopify,11,deny,manual,24.00,40.00,true,false,,,,,,,,,false,,,,kg,,,active
topo-chispa,Topo Chispa,"<p data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;""><strong data-mce-fragment=""1"">PAGAS AL RECIBIR</strong></span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">GARANTÍA ❗💯 ( INCLUYE TARJETA DE GARANTIA )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Nuestras Joyas son producidas de acuerdo con las más estrictas normas internacionales de calidad, </span><strong data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">CUENTA CON GARANTÍA DE 20 MESES </span></strong><span data-mce-fragment=""1"">:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Material: Oro 18k puro laminado</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ No se Pela, ni raspa</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">✅ Resistentes a todo tipo de ambiente (Mar, cremas, perfumes)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Todas nuestras joyas son cubiertas con 3 capas de oro 18K PURO, son resistentes al agua de mar, piscinas y sudoración 100% garantizado</span></p>
<h2 data-mce-fragment=""1""><span style=""color: #ff2a00;"" data-mce-fragment=""1"" data-mce-style=""color: #ff2a00;"">PRECIO ESPECIAL SOLO HOY - ENVIO GRATIS</span></h2>",KEVIN JEWELRY,Sin categoría,"","",true,Color,Cristal,,,,,,,,,0.0,shopify,30,deny,manual,19.00,40.00,true,false,,,,,"",,,,false,,,,kg,,,active
topo-chispa,,,,,,,,,Verde,,,,,,,,,0.0,shopify,30,deny,manual,19.00,40.00,true,false,,,,,"",,,,,,,,kg,,,
